transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,ingest_date
2902,271,986,,0,25.78,0.0,2026-01-26 17:43:19.366996
2915,268,149,,10,77.51,0.0,2026-01-26 17:43:19.366996
2929,819,51,,3,170.21,0.0,2026-01-26 17:43:19.366996
2943,840,1021,,6,166.26,0.0,2026-01-26 17:43:19.366996
2963,533,923,,5,469.14,0.0,2026-01-26 17:43:19.366996
118,1053,258,,0,280.25,0.0,2026-01-26 17:43:19.366996
2976,1149,218,,0,61.15,0.0,2026-01-26 17:43:19.366996
3036,58,907,,9,453.26,0.0,2026-01-26 17:43:19.366996
3065,1120,1114,,4,9.69,0.0,2026-01-26 17:43:19.366996
3074,881,977,,8,410.33,4.71,2026-01-26 17:43:19.366996
3081,802,1031,,0,347.12,18.84,2026-01-26 17:43:19.366996
3101,200,20,,0,194.4,0.0,2026-01-26 17:43:19.366996
3122,74,1127,,2,350.18,0.0,2026-01-26 17:43:19.366996
3128,403,426,,4,48.54,0.0,2026-01-26 17:43:19.366996
3136,423,1025,,2,413.29,0.0,2026-01-26 17:43:19.366996
3183,521,1138,,4,445.41,0.0,2026-01-26 17:43:19.366996
3189,890,26,,8,218.48,24.73,2026-01-26 17:43:19.366996
3191,577,477,,6,496.35,0.0,2026-01-26 17:43:19.366996
3223,933,746,,1,439.74,33.09,2026-01-26 17:43:19.366996
3227,913,1092,,8,406.25,0.0,2026-01-26 17:43:19.366996
3244,551,386,,6,234.98,0.0,2026-01-26 17:43:19.366996
3264,208,1105,,5,122.16,0.0,2026-01-26 17:43:19.366996
3270,815,52,,2,398.73,0.0,2026-01-26 17:43:19.366996
3273,718,425,,1,95.61,0.0,2026-01-26 17:43:19.366996
3302,1168,16,,7,229.835,0.0,2026-01-26 17:43:19.366996
3303,155,1080,,3,441.5,0.0,2026-01-26 17:43:19.366996
3332,271,712,,3,456.77,28.64,2026-01-26 17:43:19.366996
3464,788,303,,8,197.74,0.0,2026-01-26 17:43:19.366996
3517,742,963,,3,219.76,0.0,2026-01-26 17:43:19.366996
3521,1078,170,,2,129.2,0.0,2026-01-26 17:43:19.366996
3557,784,895,,3,394.07,0.0,2026-01-26 17:43:19.366996
3566,736,727,,4,428.65,0.0,2026-01-26 17:43:19.366996
3587,169,904,,2,478.17,0.0,2026-01-26 17:43:19.366996
3619,995,1053,,4,367.82,0.0,2026-01-26 17:43:19.366996
3626,67,916,,1,376.16,19.61,2026-01-26 17:43:19.366996
3633,879,178,,2,20.0,0.0,2026-01-26 17:43:19.366996
3649,189,400,,8,284.54,15.25,2026-01-26 17:43:19.366996
3661,604,802,,10,358.77,0.0,2026-01-26 17:43:19.366996
3703,1114,690,,2,229.835,46.21,2026-01-26 17:43:19.366996
3743,452,525,,4,298.88,0.0,2026-01-26 17:43:19.366996
3745,1200,422,,5,365.83,0.0,2026-01-26 17:43:19.366996
3770,670,478,,0,272.56,0.0,2026-01-26 17:43:19.366996
3779,241,129,,1,309.19,15.86,2026-01-26 17:43:19.366996
3837,638,603,,4,45.54,0.0,2026-01-26 17:43:19.366996
3852,369,722,,9,360.34,40.53,2026-01-26 17:43:19.366996
3855,1184,1025,,1,213.85,0.0,2026-01-26 17:43:19.366996
3891,902,861,,6,200.36,0.0,2026-01-26 17:43:19.366996
3907,926,923,,1,472.78,0.0,2026-01-26 17:43:19.366996
120,156,143,,2,309.64,28.81,2026-01-26 17:43:19.366996
3931,395,559,,6,175.44,0.0,2026-01-26 17:43:19.366996
3957,1028,1137,,1,71.87,0.0,2026-01-26 17:43:19.366996
4021,918,511,,0,427.45,0.0,2026-01-26 17:43:19.366996
4041,454,407,,9,113.12,0.0,2026-01-26 17:43:19.366996
4051,1039,112,,7,15.53,0.0,2026-01-26 17:43:19.366996
4056,1119,283,,2,36.12,0.0,2026-01-26 17:43:19.366996
4074,1094,415,,1,443.68,0.0,2026-01-26 17:43:19.366996
4088,308,344,,7,38.3,0.0,2026-01-26 17:43:19.366996
4094,273,372,,1,151.05,0.0,2026-01-26 17:43:19.366996
4110,603,1058,,0,496.12,0.0,2026-01-26 17:43:19.366996
4118,798,663,,7,499.01,0.0,2026-01-26 17:43:19.366996
4134,625,228,,5,324.46,0.0,2026-01-26 17:43:19.366996
4151,76,246,,5,226.07,0.0,2026-01-26 17:43:19.366996
4177,299,647,,3,200.39,0.0,2026-01-26 17:43:19.366996
4182,1014,405,,6,357.93,0.0,2026-01-26 17:43:19.366996
4190,594,603,,6,321.99,0.0,2026-01-26 17:43:19.366996
4198,270,1120,,7,390.94,0.0,2026-01-26 17:43:19.366996
4201,768,546,,3,143.52,24.09,2026-01-26 17:43:19.366996
4209,1110,623,,6,273.75,0.0,2026-01-26 17:43:19.366996
4227,90,305,,2,429.55,0.0,2026-01-26 17:43:19.366996
4273,487,949,,4,20.0,0.0,2026-01-26 17:43:19.366996
4291,1061,502,,10,217.71,46.05,2026-01-26 17:43:19.366996
4309,72,958,,5,473.74,0.0,2026-01-26 17:43:19.366996
4323,712,11,,2,332.6,5.02,2026-01-26 17:43:19.366996
4339,938,916,,3,69.94,0.0,2026-01-26 17:43:19.366996
4351,506,747,,4,194.42,0.0,2026-01-26 17:43:19.366996
4369,904,991,,5,72.12,0.0,2026-01-26 17:43:19.366996
4376,950,289,,6,424.69,0.0,2026-01-26 17:43:19.366996
4414,667,2,,8,481.37,29.37,2026-01-26 17:43:19.366996
4436,432,825,,1,346.94,0.0,2026-01-26 17:43:19.366996
4441,549,861,,6,217.96,0.0,2026-01-26 17:43:19.366996
4498,145,630,,4,387.87,0.0,2026-01-26 17:43:19.366996
4500,1168,67,,1,152.64,37.61,2026-01-26 17:43:19.366996
4507,941,283,,5,229.835,0.0,2026-01-26 17:43:19.366996
4557,702,742,,4,469.69,26.65,2026-01-26 17:43:19.366996
4588,323,441,,8,34.05,16.61,2026-01-26 17:43:19.366996
4597,160,460,,3,242.56,46.1,2026-01-26 17:43:19.366996
4620,254,1180,,4,464.36,0.0,2026-01-26 17:43:19.366996
4625,1152,1044,,10,9.92,0.0,2026-01-26 17:43:19.366996
4628,130,345,,8,363.66,0.0,2026-01-26 17:43:19.366996
4629,1076,260,,4,295.14,0.0,2026-01-26 17:43:19.366996
4633,1135,180,,7,167.83,0.0,2026-01-26 17:43:19.366996
4657,1015,132,,10,20.0,0.0,2026-01-26 17:43:19.366996
4670,634,1017,,3,245.75,0.0,2026-01-26 17:43:19.366996
4692,49,34,,6,192.9,0.0,2026-01-26 17:43:19.366996
4742,266,1034,,3,302.42,0.0,2026-01-26 17:43:19.366996
4770,338,1189,,4,77.49,34.76,2026-01-26 17:43:19.366996
4789,650,330,,10,227.8,0.0,2026-01-26 17:43:19.366996
4821,453,27,,4,248.79,0.0,2026-01-26 17:43:19.366996
4853,1095,1054,,9,128.14,0.0,2026-01-26 17:43:19.366996
4859,648,779,,6,321.1,0.0,2026-01-26 17:43:19.366996
4862,319,199,,1,72.71,0.0,2026-01-26 17:43:19.366996
4883,1171,597,,7,481.21,0.0,2026-01-26 17:43:19.366996
4903,352,812,,9,20.0,0.0,2026-01-26 17:43:19.366996
4917,832,794,,0,33.53,0.0,2026-01-26 17:43:19.366996
4924,560,809,,9,390.54,45.71,2026-01-26 17:43:19.366996
4929,488,581,,10,267.32,20.49,2026-01-26 17:43:19.366996
4934,214,591,,4,264.42,0.0,2026-01-26 17:43:19.366996
4957,239,543,,3,439.55,0.0,2026-01-26 17:43:19.366996
4970,407,1171,,1,155.49,17.28,2026-01-26 17:43:19.366996
4989,110,959,,10,94.93,0.0,2026-01-26 17:43:19.366996
4991,448,851,,2,235.3,0.0,2026-01-26 17:43:19.366996
4995,788,1027,,10,296.22,0.0,2026-01-26 17:43:19.366996
5001,97,387,,7,229.835,0.0,2026-01-26 17:43:19.366996
5029,1043,330,,5,479.62,0.0,2026-01-26 17:43:19.366996
5053,849,305,,7,305.54,0.0,2026-01-26 17:43:19.366996
5057,402,384,,5,287.3,0.0,2026-01-26 17:43:19.366996
5060,590,928,,4,225.92,0.0,2026-01-26 17:43:19.366996
5079,370,1086,,7,136.67,0.0,2026-01-26 17:43:19.366996
5111,969,556,,1,229.835,0.0,2026-01-26 17:43:19.366996
5129,980,1042,,3,8.1,0.0,2026-01-26 17:43:19.366996
5190,502,621,,7,190.34,39.06,2026-01-26 17:43:19.366996
87,877,1087,,10,208.61,0.0,2026-01-26 17:43:19.366996
5237,824,490,,7,24.54,0.0,2026-01-26 17:43:19.366996
5272,299,490,,8,317.34,34.47,2026-01-26 17:43:19.366996
5290,64,226,,5,408.69,0.0,2026-01-26 17:43:19.366996
5297,215,261,,3,91.36,28.24,2026-01-26 17:43:19.366996
5309,744,1014,,2,39.38,0.0,2026-01-26 17:43:19.366996
5321,299,1005,,2,373.69,0.0,2026-01-26 17:43:19.366996
5325,80,1143,,9,20.0,0.0,2026-01-26 17:43:19.366996
5338,565,795,,6,76.02,5.77,2026-01-26 17:43:19.366996
5347,215,1106,,9,305.05,0.0,2026-01-26 17:43:19.366996
5349,724,780,,10,78.33,0.0,2026-01-26 17:43:19.366996
5371,540,751,,9,345.45,0.0,2026-01-26 17:43:19.366996
5373,10,11,,9,20.0,0.0,2026-01-26 17:43:19.366996
5375,1112,912,,4,47.94,0.0,2026-01-26 17:43:19.366996
5383,477,956,,6,264.07,0.0,2026-01-26 17:43:19.366996
5414,975,1007,,9,286.5,0.0,2026-01-26 17:43:19.366996
5452,390,3,,9,253.39,28.1,2026-01-26 17:43:19.366996
5499,643,1107,,3,390.98,0.0,2026-01-26 17:43:19.366996
