transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,ingest_date
226,900,1134,2024-08-22,4,467.75,11.11,2026-01-26 17:43:19.366996
231,53,937,2024-05-12,7,5.43,0.0,2026-01-26 17:43:19.366996
233,1158,89,2024-06-25,8,150.27,27.75,2026-01-26 17:43:19.366996
242,1132,675,2026-01-09,5,415.16,0.0,2026-01-26 17:43:19.366996
249,66,1137,2024-12-02,9,132.5,0.0,2026-01-26 17:43:19.366996
251,817,911,2024-10-03,1,229.835,0.0,2026-01-26 17:43:19.366996
255,474,516,2024-11-20,6,108.84,0.0,2026-01-26 17:43:19.366996
260,778,800,2025-10-30,9,210.25,17.81,2026-01-26 17:43:19.366996
261,41,949,2024-06-08,8,355.06,0.0,2026-01-26 17:43:19.366996
271,241,1109,2025-06-24,8,190.06,0.0,2026-01-26 17:43:19.366996
84,88,802,2025-03-21,1,20.0,0.0,2026-01-26 17:43:19.366996
275,638,411,2024-05-12,1,161.5,28.29,2026-01-26 17:43:19.366996
278,1197,708,2025-03-03,7,433.42,20.13,2026-01-26 17:43:19.366996
279,676,887,2024-02-11,7,133.09,0.0,2026-01-26 17:43:19.366996
284,780,284,2025-07-03,10,147.79,0.0,2026-01-26 17:43:19.366996
286,827,1198,2024-04-25,4,47.03,0.0,2026-01-26 17:43:19.366996
295,1010,498,2024-07-14,8,95.57,0.0,2026-01-26 17:43:19.366996
298,1009,800,2024-02-28,4,124.38,0.0,2026-01-26 17:43:19.366996
303,1174,469,2025-09-05,2,66.45,37.0,2026-01-26 17:43:19.366996
305,670,336,2024-05-06,3,223.91,0.0,2026-01-26 17:43:19.366996
307,390,770,2025-03-28,3,380.0,0.0,2026-01-26 17:43:19.366996
311,873,1137,2025-12-24,4,145.74,0.0,2026-01-26 17:43:19.366996
315,1154,133,2025-08-14,4,78.91,0.0,2026-01-26 17:43:19.366996
316,438,1034,2025-11-24,10,288.25,0.0,2026-01-26 17:43:19.366996
325,888,425,2024-05-23,1,440.6,0.0,2026-01-26 17:43:19.366996
326,97,138,2025-12-01,1,481.41,48.78,2026-01-26 17:43:19.366996
328,1124,69,2025-06-30,6,213.48,13.62,2026-01-26 17:43:19.366996
333,240,1200,2025-01-09,1,6.44,0.0,2026-01-26 17:43:19.366996
336,1103,779,2024-02-05,10,483.04,0.0,2026-01-26 17:43:19.366996
341,1135,595,2024-03-23,3,382.65,0.0,2026-01-26 17:43:19.366996
346,1110,266,2025-02-06,4,487.62,0.0,2026-01-26 17:43:19.366996
347,51,1136,2024-08-30,7,20.0,0.0,2026-01-26 17:43:19.366996
351,5,1166,2024-04-13,5,447.18,13.55,2026-01-26 17:43:19.366996
352,1164,94,2024-04-11,8,333.54,0.0,2026-01-26 17:43:19.366996
355,751,1132,2024-08-14,4,311.57,39.16,2026-01-26 17:43:19.366996
358,1166,646,2025-12-24,3,114.49,0.0,2026-01-26 17:43:19.366996
359,734,465,2024-08-30,6,42.62,0.0,2026-01-26 17:43:19.366996
363,607,636,2025-05-03,4,93.5,0.0,2026-01-26 17:43:19.366996
365,1039,642,2024-02-01,8,203.0,0.0,2026-01-26 17:43:19.366996
366,121,601,2025-11-05,5,229.835,0.0,2026-01-26 17:43:19.366996
367,258,1141,2025-02-13,4,205.51,0.0,2026-01-26 17:43:19.366996
369,1173,538,2025-02-21,5,159.83,0.0,2026-01-26 17:43:19.366996
375,359,859,2024-12-16,1,229.835,0.0,2026-01-26 17:43:19.366996
384,578,658,2025-04-22,1,359.83,42.49,2026-01-26 17:43:19.366996
385,1110,401,2025-10-29,8,231.1,45.02,2026-01-26 17:43:19.366996
386,1135,199,2026-01-10,2,302.93,0.0,2026-01-26 17:43:19.366996
392,882,1178,2025-10-19,2,383.31,0.0,2026-01-26 17:43:19.366996
394,98,1125,2024-08-08,5,359.4,0.0,2026-01-26 17:43:19.366996
397,47,247,2025-12-07,8,88.17,0.0,2026-01-26 17:43:19.366996
399,1147,767,2024-02-26,1,321.31,0.0,2026-01-26 17:43:19.366996
402,359,19,2025-05-07,1,256.69,0.0,2026-01-26 17:43:19.366996
404,347,1154,2024-03-17,6,80.13,0.0,2026-01-26 17:43:19.366996
407,658,112,2024-02-05,4,76.58,0.0,2026-01-26 17:43:19.366996
413,913,563,2025-08-15,8,57.22,0.0,2026-01-26 17:43:19.366996
421,62,642,2025-01-30,8,171.62,38.03,2026-01-26 17:43:19.366996
425,802,1104,2025-09-03,8,229.835,0.0,2026-01-26 17:43:19.366996
431,399,1122,2026-01-22,10,341.48,0.0,2026-01-26 17:43:19.366996
433,279,247,2025-07-11,9,69.13,0.0,2026-01-26 17:43:19.366996
436,111,136,2024-03-31,1,145.78,0.0,2026-01-26 17:43:19.366996
440,360,800,2025-06-29,9,230.03,0.0,2026-01-26 17:43:19.366996
73,118,718,2024-08-30,9,124.32,30.19,2026-01-26 17:43:19.366996
444,1136,732,2024-07-11,4,73.54,0.0,2026-01-26 17:43:19.366996
449,414,1178,2024-11-04,5,381.78,0.0,2026-01-26 17:43:19.366996
154,189,1164,2025-11-06,7,229.835,31.76,2026-01-26 17:43:19.366996
454,29,624,2024-10-12,8,136.97,0.0,2026-01-26 17:43:19.366996
456,1136,438,2025-01-15,1,271.64,0.0,2026-01-26 17:43:19.366996
459,161,1075,2024-08-03,5,368.43,0.0,2026-01-26 17:43:19.366996
462,1163,1018,2024-07-21,2,403.09,0.0,2026-01-26 17:43:19.366996
463,217,461,2026-01-01,9,468.14,0.0,2026-01-26 17:43:19.366996
470,1111,519,2025-12-18,2,25.73,0.0,2026-01-26 17:43:19.366996
58,877,656,2025-05-04,9,83.52,0.15,2026-01-26 17:43:19.366996
473,975,1047,2025-04-07,10,235.88,0.0,2026-01-26 17:43:19.366996
474,804,389,2025-01-22,4,392.51,0.0,2026-01-26 17:43:19.366996
476,76,143,2024-08-22,10,229.835,0.0,2026-01-26 17:43:19.366996
478,808,57,2025-03-19,10,477.34,0.0,2026-01-26 17:43:19.366996
479,1141,339,2024-04-09,4,448.07,0.0,2026-01-26 17:43:19.366996
481,1173,561,2025-05-17,7,224.04,0.0,2026-01-26 17:43:19.366996
484,1024,170,2025-05-17,6,188.18,0.0,2026-01-26 17:43:19.366996
487,389,624,2024-12-13,9,406.65,1.11,2026-01-26 17:43:19.366996
488,771,1059,2024-03-02,3,229.835,0.0,2026-01-26 17:43:19.366996
493,899,1145,2024-05-18,4,174.62,39.35,2026-01-26 17:43:19.366996
496,116,258,2024-02-11,3,38.25,0.0,2026-01-26 17:43:19.366996
498,1146,399,2025-09-29,1,229.835,0.0,2026-01-26 17:43:19.366996
501,1155,291,2025-05-09,4,388.42,0.0,2026-01-26 17:43:19.366996
509,64,778,2024-09-19,1,64.52,0.0,2026-01-26 17:43:19.366996
510,1132,411,2025-11-12,4,473.69,0.0,2026-01-26 17:43:19.366996
511,1165,1154,2024-03-01,8,43.38,0.0,2026-01-26 17:43:19.366996
514,226,651,2024-10-29,8,452.07,0.0,2026-01-26 17:43:19.366996
517,550,1147,2025-01-19,1,331.08,39.16,2026-01-26 17:43:19.366996
524,972,389,2025-05-07,4,229.835,20.14,2026-01-26 17:43:19.366996
535,470,1128,2025-07-23,3,15.65,32.41,2026-01-26 17:43:19.366996
539,532,454,2024-02-07,2,179.15,0.0,2026-01-26 17:43:19.366996
542,1151,876,2025-02-24,10,325.46,0.0,2026-01-26 17:43:19.366996
544,407,46,2024-03-10,3,207.9,0.0,2026-01-26 17:43:19.366996
550,712,1143,2025-06-23,6,186.48,0.0,2026-01-26 17:43:19.366996
554,914,1152,2024-10-06,3,20.0,0.0,2026-01-26 17:43:19.366996
563,1011,46,2025-06-18,3,113.76,0.0,2026-01-26 17:43:19.366996
566,1133,920,2025-01-14,9,30.88,0.0,2026-01-26 17:43:19.366996
126,184,1107,2025-11-26,3,12.1,6.48,2026-01-26 17:43:19.366996
574,193,1187,2024-08-16,10,310.77,0.0,2026-01-26 17:43:19.366996
576,132,57,2024-07-03,8,281.68,0.0,2026-01-26 17:43:19.366996
577,512,979,2024-09-28,4,430.37,16.73,2026-01-26 17:43:19.366996
580,1151,140,2025-10-07,5,88.38,0.0,2026-01-26 17:43:19.366996
581,1110,773,2025-04-28,3,262.47,0.0,2026-01-26 17:43:19.366996
589,1119,577,2024-08-29,4,68.7,0.0,2026-01-26 17:43:19.366996
597,597,1112,2025-04-01,2,351.1,0.0,2026-01-26 17:43:19.366996
602,162,1161,2025-02-28,6,394.64,0.0,2026-01-26 17:43:19.366996
603,221,1145,2024-08-08,10,134.22,0.0,2026-01-26 17:43:19.366996
606,703,1137,2025-08-06,3,452.2,0.0,2026-01-26 17:43:19.366996
610,1101,3,2025-04-30,1,229.835,5.84,2026-01-26 17:43:19.366996
611,1153,246,2025-03-09,5,280.44,0.0,2026-01-26 17:43:19.366996
612,768,1131,2024-04-28,3,9.95,0.0,2026-01-26 17:43:19.366996
624,151,1183,2024-12-30,1,229.87,0.0,2026-01-26 17:43:19.366996
627,642,1191,2024-08-02,6,20.0,0.0,2026-01-26 17:43:19.366996
632,281,383,2025-10-01,6,486.82,0.0,2026-01-26 17:43:19.366996
633,64,1001,2025-05-03,9,257.1,24.02,2026-01-26 17:43:19.366996
635,411,547,2026-01-25,1,387.03,0.0,2026-01-26 17:43:19.366996
647,440,291,2024-05-09,8,375.87,0.0,2026-01-26 17:43:19.366996
648,692,493,2025-08-07,10,408.71,0.0,2026-01-26 17:43:19.366996
654,1184,1146,2024-09-14,2,490.25,0.0,2026-01-26 17:43:19.366996
655,512,458,2025-08-21,5,16.37,0.0,2026-01-26 17:43:19.366996
665,161,285,2024-03-27,5,60.63,0.0,2026-01-26 17:43:19.366996
669,325,1114,2025-08-22,2,212.16,0.0,2026-01-26 17:43:19.366996
674,741,1144,2024-10-23,9,494.71,0.0,2026-01-26 17:43:19.366996
676,744,1115,2025-07-04,3,142.34,0.0,2026-01-26 17:43:19.366996
682,710,854,2024-11-18,10,403.48,0.0,2026-01-26 17:43:19.366996
686,1188,177,2024-01-29,10,306.12,6.53,2026-01-26 17:43:19.366996
696,1123,710,2024-09-22,6,62.88,0.0,2026-01-26 17:43:19.366996
701,1180,86,2025-10-18,9,285.21,0.0,2026-01-26 17:43:19.366996
115,86,745,2024-05-25,3,273.02,0.0,2026-01-26 17:43:19.366996
705,1106,494,2024-02-26,6,276.81,0.0,2026-01-26 17:43:19.366996
709,270,827,2024-08-26,9,337.82,0.0,2026-01-26 17:43:19.366996
711,492,33,2025-07-11,4,195.18,0.0,2026-01-26 17:43:19.366996
713,1010,240,2024-08-04,6,272.09,12.47,2026-01-26 17:43:19.366996
716,219,891,2024-12-23,1,127.17,0.0,2026-01-26 17:43:19.366996
717,604,112,2025-12-28,9,485.01,0.0,2026-01-26 17:43:19.366996
718,675,1117,2024-07-18,9,459.88,0.0,2026-01-26 17:43:19.366996
721,36,1184,2025-02-24,1,284.67,0.0,2026-01-26 17:43:19.366996
723,1107,322,2025-05-03,9,331.57,0.0,2026-01-26 17:43:19.366996
726,1133,974,2024-02-13,6,308.12,0.0,2026-01-26 17:43:19.366996
733,1175,570,2025-08-10,10,350.48,0.0,2026-01-26 17:43:19.366996
737,1188,24,2025-01-15,3,264.93,0.0,2026-01-26 17:43:19.366996
742,966,717,2024-09-07,2,229.835,0.0,2026-01-26 17:43:19.366996
752,1187,412,2025-11-27,1,220.71,0.0,2026-01-26 17:43:19.366996
761,85,715,2025-12-12,3,229.835,0.0,2026-01-26 17:43:19.366996
762,474,1131,2024-05-18,6,383.45,0.0,2026-01-26 17:43:19.366996
765,62,65,2025-05-12,10,150.66,0.0,2026-01-26 17:43:19.366996
770,840,355,2024-04-24,4,229.835,3.11,2026-01-26 17:43:19.366996
777,674,596,2025-11-26,1,232.73,0.0,2026-01-26 17:43:19.366996
154,411,243,2025-03-14,9,229.835,0.0,2026-01-26 17:43:19.366996
790,624,392,2025-04-28,1,296.65,0.0,2026-01-26 17:43:19.366996
794,1036,656,2025-05-11,10,243.98,0.0,2026-01-26 17:43:19.366996
800,1010,1179,2024-06-16,5,347.3,0.0,2026-01-26 17:43:19.366996
809,1173,329,2025-01-04,4,219.43,0.0,2026-01-26 17:43:19.366996
810,1171,58,2024-05-01,4,91.97,40.14,2026-01-26 17:43:19.366996
812,133,1124,2025-10-08,3,269.58,0.0,2026-01-26 17:43:19.366996
813,329,1116,2025-08-01,3,69.94,0.0,2026-01-26 17:43:19.366996
814,619,735,2025-05-13,8,64.45,0.0,2026-01-26 17:43:19.366996
817,374,627,2025-04-13,6,413.48,0.0,2026-01-26 17:43:19.366996
829,140,867,2025-11-08,3,206.27,4.9,2026-01-26 17:43:19.366996
832,1139,915,2025-05-08,7,101.6,30.17,2026-01-26 17:43:19.366996
833,806,1118,2025-05-03,7,20.0,47.93,2026-01-26 17:43:19.366996
837,540,69,2024-05-10,3,172.24,0.0,2026-01-26 17:43:19.366996
840,664,194,2025-02-07,7,312.85,0.0,2026-01-26 17:43:19.366996
845,411,737,2025-10-31,7,457.83,0.0,2026-01-26 17:43:19.366996
859,70,415,2025-04-13,6,277.2,0.0,2026-01-26 17:43:19.366996
861,591,143,2024-08-21,3,313.78,0.0,2026-01-26 17:43:19.366996
865,315,678,2025-07-14,5,86.35,0.0,2026-01-26 17:43:19.366996
869,1161,681,2024-07-26,6,294.68,0.0,2026-01-26 17:43:19.366996
870,578,329,2026-01-01,8,229.835,0.0,2026-01-26 17:43:19.366996
872,192,964,2024-11-03,8,473.34,11.42,2026-01-26 17:43:19.366996
873,692,216,2025-11-04,3,425.99,0.0,2026-01-26 17:43:19.366996
874,374,14,2025-03-02,3,68.65,9.08,2026-01-26 17:43:19.366996
875,985,1109,2024-11-13,9,242.4,0.0,2026-01-26 17:43:19.366996
876,1118,545,2025-09-15,10,233.09,42.01,2026-01-26 17:43:19.366996
878,353,1109,2024-02-21,8,330.36,0.0,2026-01-26 17:43:19.366996
881,82,1144,2024-04-29,7,370.46,0.0,2026-01-26 17:43:19.366996
886,863,1182,2025-05-07,4,16.82,0.0,2026-01-26 17:43:19.366996
888,173,1139,2025-06-25,5,201.79,0.0,2026-01-26 17:43:19.366996
889,964,632,2024-07-25,5,20.0,0.0,2026-01-26 17:43:19.366996
891,1190,760,2025-09-16,3,9.81,0.0,2026-01-26 17:43:19.366996
898,904,1170,2025-06-29,6,484.53,0.0,2026-01-26 17:43:19.366996
899,1115,279,2025-08-24,9,195.74,1.75,2026-01-26 17:43:19.366996
901,1163,118,2024-03-26,6,67.81,0.0,2026-01-26 17:43:19.366996
909,1050,1175,2024-06-18,2,223.19,0.0,2026-01-26 17:43:19.366996
910,819,1115,2025-08-09,8,229.835,0.0,2026-01-26 17:43:19.366996
913,1136,472,2025-12-31,3,213.01,0.0,2026-01-26 17:43:19.366996
124,67,859,2025-07-13,5,210.89,0.0,2026-01-26 17:43:19.366996
922,585,14,2025-09-28,3,459.21,0.0,2026-01-26 17:43:19.366996
923,552,493,2024-12-03,8,45.51,0.0,2026-01-26 17:43:19.366996
927,822,1163,2024-08-10,7,444.15,0.0,2026-01-26 17:43:19.366996
928,810,876,2025-05-29,4,351.01,0.0,2026-01-26 17:43:19.366996
931,572,663,2025-09-09,2,232.25,0.0,2026-01-26 17:43:19.366996
935,1199,281,2024-03-20,3,106.18,0.0,2026-01-26 17:43:19.366996
939,514,722,2025-03-13,5,300.04,33.86,2026-01-26 17:43:19.366996
942,1182,484,2025-02-13,6,70.0,0.0,2026-01-26 17:43:19.366996
943,56,658,2025-02-28,2,333.27,0.0,2026-01-26 17:43:19.366996
948,905,627,2025-05-01,10,168.87,0.0,2026-01-26 17:43:19.366996
952,1008,1138,2025-01-07,2,370.7,0.0,2026-01-26 17:43:19.366996
954,278,77,2025-07-22,10,20.0,0.0,2026-01-26 17:43:19.366996
955,354,1049,2025-05-04,5,88.04,0.0,2026-01-26 17:43:19.366996
956,215,841,2024-02-03,3,61.29,0.0,2026-01-26 17:43:19.366996
958,849,764,2024-05-29,3,44.38,15.36,2026-01-26 17:43:19.366996
960,95,601,2025-01-29,10,118.34,0.0,2026-01-26 17:43:19.366996
964,930,62,2024-11-22,7,58.36,0.0,2026-01-26 17:43:19.366996
966,1121,203,2025-03-02,7,237.49,0.0,2026-01-26 17:43:19.366996
967,1064,454,2025-08-29,9,285.66,46.87,2026-01-26 17:43:19.366996
968,343,176,2024-10-30,1,205.19,0.0,2026-01-26 17:43:19.366996
977,405,1199,2024-08-10,8,216.45,0.0,2026-01-26 17:43:19.366996
982,665,734,2024-06-24,1,280.42,21.25,2026-01-26 17:43:19.366996
995,1197,303,2024-12-24,2,358.84,0.0,2026-01-26 17:43:19.366996
1003,76,781,2025-10-05,1,76.35,0.0,2026-01-26 17:43:19.366996
52,28,363,2024-09-14,4,362.01,0.0,2026-01-26 17:43:19.366996
1017,1118,122,2025-11-25,3,211.77,0.0,2026-01-26 17:43:19.366996
1019,1046,1127,2025-09-18,1,210.93,0.0,2026-01-26 17:43:19.366996
1022,1127,1166,2024-11-15,3,438.98,0.0,2026-01-26 17:43:19.366996
1026,397,447,2025-01-14,1,127.29,0.0,2026-01-26 17:43:19.366996
1029,474,792,2024-08-08,5,203.82,0.0,2026-01-26 17:43:19.366996
158,376,1172,2024-05-23,1,20.0,33.23,2026-01-26 17:43:19.366996
1032,781,176,2024-06-27,6,408.96,0.0,2026-01-26 17:43:19.366996
1037,674,613,2025-03-12,4,278.3,0.0,2026-01-26 17:43:19.366996
1040,1002,945,2025-12-19,10,378.63,0.0,2026-01-26 17:43:19.366996
1042,70,990,2024-03-06,4,361.87,0.0,2026-01-26 17:43:19.366996
1045,1089,1154,2024-02-19,4,26.38,36.42,2026-01-26 17:43:19.366996
1054,975,342,2025-09-28,7,484.2,0.0,2026-01-26 17:43:19.366996
1056,1002,937,2025-04-25,8,282.48,0.0,2026-01-26 17:43:19.366996
1058,291,1130,2024-04-25,3,210.5,0.0,2026-01-26 17:43:19.366996
1063,1167,791,2024-03-02,7,337.12,0.0,2026-01-26 17:43:19.366996
1067,981,357,2025-09-15,5,264.54,0.0,2026-01-26 17:43:19.366996
1075,1190,19,2025-07-17,8,229.835,0.0,2026-01-26 17:43:19.366996
1081,712,1155,2025-08-06,9,182.4,0.0,2026-01-26 17:43:19.366996
1084,779,252,2024-08-01,8,33.08,0.0,2026-01-26 17:43:19.366996
1088,1130,93,2024-07-30,3,298.2,0.0,2026-01-26 17:43:19.366996
1089,664,821,2024-08-26,9,23.27,0.0,2026-01-26 17:43:19.366996
1090,371,463,2024-04-12,8,95.28,0.0,2026-01-26 17:43:19.366996
1092,1121,1002,2025-12-29,6,418.13,2.2,2026-01-26 17:43:19.366996
1097,1164,16,2025-12-08,7,459.31,22.58,2026-01-26 17:43:19.366996
1106,21,1116,2024-07-18,9,211.2,0.0,2026-01-26 17:43:19.366996
1108,684,1176,2025-07-08,7,270.24,0.0,2026-01-26 17:43:19.366996
1110,859,454,2024-06-14,6,427.7,30.55,2026-01-26 17:43:19.366996
103,943,1152,2024-10-13,3,213.82,0.0,2026-01-26 17:43:19.366996
1119,390,909,2025-01-27,7,64.05,0.0,2026-01-26 17:43:19.366996
1125,210,802,2024-09-22,9,283.83,41.1,2026-01-26 17:43:19.366996
50,1199,1064,2024-03-16,6,269.38,0.0,2026-01-26 17:43:19.366996
1139,1182,286,2025-09-22,3,379.21,0.0,2026-01-26 17:43:19.366996
1143,1152,111,2024-09-02,9,283.24,0.0,2026-01-26 17:43:19.366996
1144,1193,1080,2024-10-30,6,134.17,0.0,2026-01-26 17:43:19.366996
1148,209,1176,2024-09-02,1,20.56,0.0,2026-01-26 17:43:19.366996
1149,960,429,2025-06-18,5,495.44,0.0,2026-01-26 17:43:19.366996
1152,1115,1147,2024-07-04,7,489.39,0.0,2026-01-26 17:43:19.366996
1154,1193,722,2025-02-20,10,88.99,0.0,2026-01-26 17:43:19.366996
1155,212,1160,2024-08-22,1,20.0,0.0,2026-01-26 17:43:19.366996
1166,270,429,2025-03-28,1,269.3,0.0,2026-01-26 17:43:19.366996
1169,1108,1089,2024-06-30,6,229.835,0.0,2026-01-26 17:43:19.366996
1174,550,1109,2025-06-22,5,224.55,0.0,2026-01-26 17:43:19.366996
1175,1161,163,2025-01-02,7,229.835,45.11,2026-01-26 17:43:19.366996
1179,739,1197,2024-10-20,7,396.91,0.0,2026-01-26 17:43:19.366996
115,547,913,2025-09-17,5,113.92,12.24,2026-01-26 17:43:19.366996
1182,412,13,2024-10-01,9,348.59,0.0,2026-01-26 17:43:19.366996
1183,1006,138,2025-11-20,2,42.77,0.0,2026-01-26 17:43:19.366996
1184,387,1138,2025-04-01,2,116.94,0.0,2026-01-26 17:43:19.366996
1188,313,33,2025-01-13,3,395.72,7.08,2026-01-26 17:43:19.366996
1189,1187,1185,2025-12-05,8,196.38,0.0,2026-01-26 17:43:19.366996
1201,498,468,2024-08-30,10,487.93,39.23,2026-01-26 17:43:19.366996
1208,238,1199,2024-08-03,2,431.73,0.0,2026-01-26 17:43:19.366996
1209,889,13,2025-05-31,4,458.7,0.0,2026-01-26 17:43:19.366996
1211,1090,651,2024-03-23,5,392.81,0.0,2026-01-26 17:43:19.366996
1214,261,853,2024-02-05,10,455.92,48.91,2026-01-26 17:43:19.366996
1215,1161,180,2024-03-07,5,170.3,0.0,2026-01-26 17:43:19.366996
1216,703,1105,2025-12-13,8,481.41,0.0,2026-01-26 17:43:19.366996
1220,413,241,2024-11-29,4,217.03,8.03,2026-01-26 17:43:19.366996
1223,827,611,2024-09-13,9,182.96,0.0,2026-01-26 17:43:19.366996
1226,1117,517,2024-06-17,10,435.51,0.0,2026-01-26 17:43:19.366996
1228,849,605,2024-07-08,4,350.16,0.0,2026-01-26 17:43:19.366996
1229,1195,94,2025-03-06,9,271.0,12.7,2026-01-26 17:43:19.366996
1230,349,1136,2025-10-24,1,357.64,0.0,2026-01-26 17:43:19.366996
1232,849,440,2024-04-01,9,211.05,0.0,2026-01-26 17:43:19.366996
1235,771,538,2024-07-12,6,254.08,0.0,2026-01-26 17:43:19.366996
1236,240,43,2025-02-25,10,247.74,0.0,2026-01-26 17:43:19.366996
1237,754,863,2025-06-02,10,479.82,26.07,2026-01-26 17:43:19.366996
1240,1121,58,2024-07-07,3,422.88,0.0,2026-01-26 17:43:19.366996
1242,159,1091,2025-10-26,3,15.78,0.0,2026-01-26 17:43:19.366996
1252,863,547,2024-04-14,4,376.93,0.0,2026-01-26 17:43:19.366996
1263,481,416,2025-10-31,2,282.86,45.06,2026-01-26 17:43:19.366996
