transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount
122,133,442,2024-04-13,,124.75,0.0
123,1170,266,2025-12-06,1.0,249.18,0.0
124,385,1111,2025-11-25,8.0,26.3,0.0
125,268,181,2024-02-10,-3.0,52.0,0.0
126,523,964,2026-01-08,9.0,49.19,0.0
127,943,107,2025-12-18,5.0,176.56,0.0
128,1152,1067,2024-02-13,7.0,231.79,0.0
129,913,207,2025-02-06,3.0,452.44,0.0
130,475,584,2024-07-29,5.0,253.08,0.0
131,811,312,2023-99-99,9.0,157.69,0.0
132,71,595,2025-09-14,1.0,186.19,0.0
133,1180,541,2025-07-10,10.0,234.53,0.0
134,393,1069,2025-09-18,7.0,360.56,0.0
135,158,718,2024-10-22,8.0,468.58,0.0
136,689,946,2023-99-99,1.0,279.71,40.41
137,811,1077,2025-12-20,3.0,177.94,0.0
138,158,106,2025-06-22,1.0,263.08,0.0
139,268,554,2025-03-01,4.0,28.98,0.0
140,466,598,2024-06-24,10.0,40.88,0.0
141,124,1196,2024-08-28,10.0,226.21,0.0
142,920,606,2025-02-03,10.0,83.63,23.35
156,866,414,2024-07-06,10.0,190.6,14.68
66,1089,657,2025-03-28,4.0,207.21,0.0
145,359,826,2024-04-05,,135.67,0.0
146,76,625,2024-02-09,5.0,298.98,28.23
147,334,335,2025-10-20,-3.0,196.62,0.0
148,539,438,2025-05-02,5.0,109.85,0.0
149,1117,1163,2024-11-01,2.0,99.92,0.0
150,395,1079,2025-11-19,3.0,295.62,46.99
151,752,298,2025-05-16,3.0,351.86,0.0
152,216,572,2023-99-99,5.0,31.71,0.0
153,281,28,2024-03-04,0.0,201.73,0.0
154,350,893,2025-08-07,2.0,165.64,0.0
155,750,367,2024-05-20,3.0,483.96,0.0
156,52,910,2024-08-06,7.0,487.69,0.0
157,87,772,2024-02-04,2.0,408.35,0.0
158,384,905,2025-06-09,1.0,94.4,0.0
159,1029,692,2023-99-99,10.0,112.28,0.0
160,399,511,2024-06-21,3.0,380.17,0.0
161,362,25,2025-04-23,7.0,282.92,0.0
162,1098,1109,2024-05-06,7.0,221.06,0.0
163,110,87,2025-12-15,4.0,200.56,0.0
164,1065,825,2025-03-21,8.0,40.13,0.0
165,819,557,2024-05-08,6.0,105.24,0.0
166,955,718,2024-12-26,3.0,128.41,0.0
167,674,774,2024-06-23,6.0,407.71,0.0
168,474,765,2025-02-02,5.0,469.87,0.0
169,518,1008,2025-01-13,2.0,32.01,0.0
170,645,1024,2025-10-13,8.0,55.77,0.0
171,1151,820,2024-04-27,3.0,398.75,0.0
172,816,85,2024-04-29,9.0,368.82,0.0
173,64,1135,2025-10-25,1.0,149.87,0.0
174,1104,109,2025-04-20,6.0,99.22,0.0
175,545,345,2024-12-03,9.0,366.82,0.0
176,305,408,2024-03-29,3.0,497.18,4.43
177,732,480,2023-99-99,9.0,269.65,0.0
178,927,958,2024-03-11,7.0,286.05,0.0
179,883,1130,2025-05-16,1.0,319.88,44.61
180,287,586,2024-06-17,7.0,411.29,0.0
181,69,653,2024-12-19,5.0,14.99,12.49
182,893,823,2025-02-07,6.0,14.34,0.0
183,244,509,2023-99-99,5.0,402.31,0.0
184,237,648,2024-07-16,7.0,114.67,8.98
185,1050,177,2023-99-99,4.0,478.03,0.0
186,961,1168,2025-07-09,2.0,345.84,0.0
187,367,112,2025-02-04,-3.0,187.78,0.0
188,1135,459,2025-04-29,3.0,125.19,0.0
189,165,1011,2025-03-22,5.0,117.91,3.33
190,347,19,2023-99-99,10.0,173.09,0.0
191,268,877,2026-01-07,4.0,119.25,0.0
192,1051,490,2025-11-12,6.0,22.15,0.0
193,53,174,2025-03-14,0.0,325.34,0.0
194,1133,441,2024-05-04,7.0,219.25,0.0
195,986,234,2025-09-04,4.0,272.81,0.0
196,157,980,2024-02-02,2.0,300.21,0.0
197,413,771,2025-04-07,1.0,274.08,0.0
198,969,987,2024-11-09,6.0,403.39,0.0
199,362,349,2025-09-16,4.0,309.07,0.0
200,88,544,2024-11-22,7.0,0.0,0.0
201,251,833,2024-04-02,6.0,280.98,0.0
202,556,442,2024-08-17,8.0,460.07,0.0
203,130,278,2024-08-31,2.0,356.03,0.0
204,126,876,2024-08-29,4.0,256.98,45.13
205,606,184,2025-11-21,10.0,270.01,0.0
206,148,636,2025-06-30,4.0,370.99,0.0
207,97,548,2025-05-18,3.0,377.86,43.16
208,616,322,2025-11-07,7.0,468.45,13.68
209,451,618,2024-05-17,7.0,38.2,0.0
210,1103,1024,2024-11-23,1.0,263.89,0.0
211,64,590,2024-04-25,2.0,237.11,49.83
212,726,369,2024-04-13,9.0,0.0,4.68
213,586,574,2026-01-01,2.0,191.72,0.0
214,1111,841,2025-05-19,7.0,314.1,0.0
215,927,716,2025-04-17,4.0,93.92,19.94
25,1105,1198,2025-11-12,1.0,,0.0
217,763,839,2025-04-09,6.0,94.55,0.0
218,280,1023,2024-02-12,4.0,266.57,29.17
219,473,61,2024-10-09,2.0,86.56,0.0
220,177,257,2025-02-17,9.0,234.29,0.0
221,1026,447,2025-12-10,5.0,358.05,0.0
222,791,332,2025-04-01,9.0,45.36,0.0
223,677,946,2026-01-09,7.0,352.56,0.0
224,975,629,2024-11-29,,246.85,0.0
225,1146,305,2025-07-11,2.0,63.04,0.0
226,900,1134,2024-08-22,4.0,467.75,11.11
227,789,749,2025-07-21,6.0,440.08,0.0
228,873,655,2024-06-23,1.0,168.1,28.33
229,178,753,2023-99-99,2.0,196.98,0.0
230,741,500,2024-07-24,8.0,51.33,0.0
231,53,937,2024-05-12,7.0,5.43,0.0
232,29,368,2024-02-17,5.0,293.34,0.0
233,1158,89,2024-06-25,8.0,150.27,27.75
234,625,548,2025-05-22,8.0,119.7,0.0
235,1164,850,2025-08-11,0.0,,0.0
236,814,979,2024-08-17,,446.15,28.13
237,414,1076,2025-11-29,6.0,456.59,0.0
238,869,76,2024-11-20,6.0,0.0,38.06
239,348,814,2025-08-10,7.0,319.71,8.71
240,1031,1191,2023-99-99,8.0,140.34,0.0
241,526,881,2024-08-21,1.0,169.94,47.84
242,1132,675,2026-01-09,5.0,415.16,0.0
243,24,928,2025-11-04,5.0,33.08,0.0
244,1077,205,2025-04-05,4.0,39.49,45.79
245,463,528,2025-09-09,7.0,,0.0
246,817,754,2025-12-04,2.0,469.13,0.0
247,456,330,2024-02-24,4.0,476.49,37.26
248,608,480,2024-06-26,4.0,268.55,0.0
249,66,1137,2024-12-02,9.0,132.5,0.0
250,645,259,2024-12-21,7.0,406.95,0.0
251,817,911,2024-10-03,1.0,,0.0
252,655,281,2024-12-20,,238.2,0.0
253,835,743,2025-03-07,1.0,210.56,0.0
254,996,833,2024-03-08,5.0,446.87,0.0
255,474,516,2024-11-20,6.0,108.84,0.0
256,720,924,2024-10-24,10.0,135.11,0.0
257,253,739,2025-09-16,,135.85,0.0
258,1054,287,2025-02-11,9.0,466.55,0.0
259,883,645,2025-11-08,5.0,325.54,0.0
260,778,800,2025-10-30,9.0,210.25,17.81
261,41,949,2024-06-08,8.0,355.06,0.0
262,1043,470,2025-03-10,10.0,418.25,0.0
263,728,54,2025-10-26,6.0,241.31,0.0
264,541,467,2024-11-29,8.0,253.08,0.0
265,519,648,2025-09-19,8.0,12.3,31.06
266,575,774,2024-04-14,4.0,377.33,0.0
267,490,306,2024-07-30,3.0,0.0,0.0
268,631,79,2025-05-06,9.0,438.23,0.0
269,735,815,2024-12-19,8.0,184.32,0.0
270,76,185,2025-04-11,5.0,36.61,13.17
271,241,1109,2025-06-24,8.0,190.06,0.0
84,88,802,2025-03-21,1.0,-20.0,0.0
273,346,129,2025-06-02,8.0,384.24,0.0
274,455,744,2024-02-17,6.0,341.44,0.0
275,638,411,2024-05-12,1.0,161.5,28.29
153,994,1035,2024-01-27,1.0,497.6,0.0
277,114,449,2024-08-08,4.0,217.83,0.0
278,1197,708,2025-03-03,7.0,433.42,20.13
279,676,887,2024-02-11,7.0,133.09,0.0
280,22,713,2024-09-03,8.0,437.4,0.0
281,140,326,2024-08-24,2.0,37.19,0.0
198,366,818,2024-08-14,3.0,427.64,0.0
283,495,953,2025-08-10,9.0,444.65,0.31
284,780,284,2025-07-03,10.0,147.79,0.0
285,470,134,2024-03-07,6.0,248.67,0.0
286,827,1198,2024-04-25,4.0,47.03,0.0
287,329,553,2025-07-24,2.0,0.0,0.0
288,79,1035,2025-10-22,9.0,91.9,35.91
289,1104,1185,2025-11-01,0.0,241.54,0.0
290,448,465,2024-10-28,3.0,477.65,0.0
291,302,639,2025-01-28,8.0,101.41,42.88
292,1032,1082,2025-03-05,6.0,-20.0,39.65
293,879,704,2024-12-23,10.0,283.65,29.66
95,980,262,2025-02-22,2.0,91.15,20.84
295,1010,498,2024-07-14,8.0,95.57,0.0
296,1100,540,2025-05-16,6.0,315.92,0.0
297,416,262,2025-04-29,4.0,460.34,0.0
298,1009,800,2024-02-28,4.0,124.38,0.0
299,946,210,2025-04-07,8.0,470.34,0.0
300,859,199,2025-05-05,5.0,40.97,0.0
301,456,145,2025-12-25,2.0,361.91,11.16
302,892,69,2023-99-99,10.0,426.16,0.0
303,1174,469,2025-09-05,2.0,66.45,37.0
304,347,998,2024-02-16,4.0,13.91,0.0
305,670,336,2024-05-06,-3.0,223.91,0.0
306,939,549,2023-99-99,7.0,271.47,0.0
307,390,770,2025-03-28,-3.0,380.0,0.0
308,143,410,2025-06-24,10.0,72.49,0.0
309,948,382,2025-03-02,10.0,0.0,0.0
310,673,39,2025-04-20,4.0,22.75,0.0
311,873,1137,2025-12-24,4.0,145.74,0.0
312,170,103,2025-01-28,2.0,363.59,0.0
313,978,1017,2025-01-19,9.0,411.59,36.8
314,718,635,2024-09-07,4.0,448.56,1.95
315,1154,133,2025-08-14,4.0,78.91,0.0
316,438,1034,2025-11-24,10.0,288.25,0.0
317,247,497,2024-10-09,-3.0,457.82,0.0
318,1007,882,2025-09-27,3.0,266.29,0.0
319,43,491,2024-07-26,5.0,111.39,22.05
87,222,135,2023-99-99,0.0,255.79,0.0
321,182,238,2025-01-22,7.0,204.67,0.0
322,270,550,2026-01-24,4.0,0.0,0.0
323,16,643,2025-05-20,8.0,283.34,0.0
324,745,1070,2024-04-13,2.0,247.7,0.0
325,888,425,2024-05-23,1.0,440.6,0.0
326,97,138,2025-12-01,1.0,481.41,48.78
327,354,531,2024-07-15,6.0,346.87,0.0
328,1124,69,2025-06-30,6.0,213.48,13.62
329,98,1006,2025-08-07,8.0,332.38,3.34
330,480,978,2025-05-04,1.0,397.16,0.0
331,846,445,2025-06-27,2.0,350.19,0.0
332,86,122,2025-11-04,6.0,468.66,0.0
333,240,1200,2025-01-09,1.0,6.44,0.0
334,924,574,2025-12-01,6.0,351.84,0.0
118,999,672,2026-01-06,10.0,448.43,0.0
336,1103,779,2024-02-05,10.0,483.04,0.0
337,293,229,2025-04-19,9.0,342.84,0.0
338,93,476,2024-05-05,8.0,210.29,0.0
339,571,551,2024-07-07,9.0,355.09,0.0
340,125,571,2025-12-23,3.0,137.51,0.0
341,1135,595,2024-03-23,-3.0,382.65,0.0
342,253,812,2026-01-21,10.0,226.63,12.42
343,605,645,2024-07-31,1.0,460.3,0.0
344,372,918,2025-08-09,3.0,486.77,0.0
345,749,661,2026-01-13,5.0,202.77,0.0
346,1110,266,2025-02-06,4.0,487.62,0.0
347,51,1136,2024-08-30,7.0,-20.0,0.0
348,527,1064,2025-07-26,7.0,88.61,0.0
349,141,499,2025-02-06,3.0,0.0,0.0
350,726,954,2024-03-25,8.0,466.0,0.0
351,5,1166,2024-04-13,5.0,447.18,13.55
352,1164,94,2024-04-11,8.0,333.54,0.0
353,803,174,2024-12-13,9.0,307.85,0.0
354,967,311,2024-06-21,1.0,-20.0,0.0
355,751,1132,2024-08-14,4.0,311.57,39.16
116,667,786,2024-05-20,5.0,141.28,0.0
357,32,519,2025-08-16,4.0,207.42,0.0
358,1166,646,2025-12-24,3.0,114.49,0.0
359,734,465,2024-08-30,6.0,42.62,0.0
360,276,639,2025-09-12,4.0,336.97,0.0
361,882,1035,2023-99-99,10.0,105.15,0.0
362,1004,311,2025-03-23,10.0,100.79,0.0
363,607,636,2025-05-03,4.0,93.5,0.0
364,777,912,2024-07-02,8.0,0.0,0.0
365,1039,642,2024-02-01,8.0,203.0,0.0
366,121,601,2025-11-05,5.0,0.0,0.0
367,258,1141,2025-02-13,4.0,205.51,0.0
368,812,509,2025-10-14,8.0,202.1,11.47
369,1173,538,2025-02-21,5.0,159.83,0.0
370,390,851,2025-06-06,9.0,153.8,0.0
371,647,240,2024-10-13,9.0,105.3,0.0
372,476,684,2024-07-31,2.0,0.0,22.06
373,575,579,2025-11-30,9.0,46.86,0.0
374,846,186,2024-02-03,7.0,-20.0,4.46
375,359,859,2024-12-16,1.0,0.0,0.0
376,765,333,2025-05-15,7.0,81.87,0.0
377,977,480,2025-06-08,2.0,243.15,0.0
378,1027,109,2024-03-12,5.0,379.58,0.0
379,858,751,2025-11-11,5.0,105.06,0.0
380,299,20,2026-01-16,-3.0,371.71,17.18
381,921,707,2024-12-19,5.0,138.93,0.0
382,367,160,2024-09-29,7.0,473.9,0.0
383,516,960,2025-03-31,9.0,-20.0,0.0
384,578,658,2025-04-22,1.0,359.83,42.49
385,1110,401,2025-10-29,8.0,231.1,45.02
386,1135,199,2026-01-10,2.0,302.93,0.0
387,416,498,2024-10-06,4.0,386.79,0.0
388,563,480,2025-02-14,10.0,-20.0,0.0
389,1022,111,2024-02-28,2.0,346.81,0.0
179,1081,864,2025-02-11,6.0,241.23,0.0
391,569,205,2024-08-28,4.0,387.24,43.59
392,882,1178,2025-10-19,2.0,383.31,0.0
393,694,323,2024-06-10,10.0,312.03,0.0
394,98,1125,2024-08-08,5.0,359.4,0.0
395,29,113,2025-08-31,5.0,68.96,27.6
396,355,421,2025-05-01,1.0,,0.0
397,47,247,2025-12-07,8.0,88.17,0.0
398,1047,281,2024-09-23,,318.7,0.0
399,1147,767,2024-02-26,1.0,321.31,0.0
400,738,1001,2023-99-99,9.0,462.53,0.0
401,712,412,2024-06-23,0.0,55.8,0.0
402,359,19,2025-05-07,1.0,256.69,0.0
403,364,894,2024-09-29,6.0,461.37,0.0
404,347,1154,2024-03-17,6.0,80.13,0.0
405,689,406,2024-06-04,9.0,,0.0
44,563,584,2025-10-17,10.0,419.0,0.0
407,658,112,2024-02-05,4.0,76.58,0.0
62,781,272,2025-10-30,,204.34,0.0
409,566,801,2024-08-04,-3.0,456.55,0.0
410,863,727,2025-04-03,0.0,226.49,0.0
411,425,170,2025-06-24,10.0,248.81,0.0
412,710,364,2024-10-01,4.0,19.89,0.0
413,913,563,2025-08-15,8.0,57.22,0.0
414,554,91,2024-08-07,6.0,37.33,0.0
415,486,834,2025-05-02,1.0,469.97,0.0
416,66,246,2024-11-19,2.0,0.0,0.0
417,335,304,2026-01-17,5.0,18.92,0.0
418,525,822,2025-09-30,-3.0,467.1,0.0
419,910,348,2025-04-24,5.0,114.61,42.02
420,719,220,2023-99-99,6.0,-20.0,0.0
421,62,642,2025-01-30,8.0,171.62,38.03
422,197,265,2023-99-99,2.0,309.02,14.77
423,984,875,2024-10-30,2.0,,0.0
424,327,40,2025-06-20,1.0,49.38,24.4
425,802,1104,2025-09-03,8.0,,0.0
426,681,639,2023-99-99,9.0,317.54,0.0
427,361,622,2025-12-20,4.0,62.46,0.0
428,854,116,2025-08-29,1.0,-20.0,0.0
429,617,279,2025-02-14,4.0,406.99,0.0
430,183,160,2025-07-03,10.0,363.47,0.0
431,399,1122,2026-01-22,10.0,341.48,0.0
432,1064,716,2025-10-06,3.0,164.38,0.0
433,279,247,2025-07-11,9.0,69.13,0.0
434,825,901,2024-05-30,2.0,-20.0,0.0
435,391,588,2025-07-28,3.0,482.96,0.0
436,111,136,2024-03-31,1.0,145.78,0.0
437,923,892,2025-12-12,2.0,356.11,0.0
438,140,211,2024-04-02,5.0,229.98,0.0
439,526,1071,2025-12-16,4.0,310.03,0.0
440,360,800,2025-06-29,9.0,230.03,0.0
441,106,266,2024-12-20,5.0,143.86,41.55
73,118,718,2024-08-30,9.0,124.32,30.19
141,848,662,2025-01-04,3.0,0.0,0.0
444,1136,732,2024-07-11,4.0,73.54,0.0
445,505,450,2023-99-99,7.0,432.09,0.0
446,80,748,2025-02-27,2.0,129.68,40.69
447,970,134,2024-10-29,2.0,141.77,0.0
448,809,135,2024-10-21,5.0,0.0,0.0
449,414,1178,2024-11-04,5.0,381.78,0.0
450,96,209,2023-99-99,4.0,62.69,0.0
154,189,1164,2025-11-06,7.0,0.0,31.76
452,1006,490,2024-07-29,4.0,151.73,17.96
453,549,712,2025-12-31,8.0,371.71,0.0
454,29,624,2024-10-12,8.0,136.97,0.0
455,912,1008,2024-04-09,7.0,66.55,0.0
456,1136,438,2025-01-15,1.0,271.64,0.0
457,635,114,2025-07-29,,356.21,0.0
458,146,939,2024-12-27,2.0,279.3,0.0
459,161,1075,2024-08-03,5.0,368.43,0.0
460,12,545,2025-07-16,7.0,135.4,0.0
461,320,640,2024-04-01,8.0,,0.0
462,1163,1018,2024-07-21,2.0,403.09,0.0
463,217,461,2026-01-01,9.0,468.14,0.0
464,866,684,2025-07-22,2.0,258.05,4.38
465,293,343,2025-06-18,9.0,122.46,0.0
466,587,813,2025-06-25,5.0,387.73,0.0
467,181,173,2025-09-02,6.0,328.24,0.0
468,422,286,2025-07-20,6.0,452.92,44.01
469,369,152,2025-05-04,10.0,179.19,15.34
470,1111,519,2025-12-18,2.0,25.73,0.0
471,291,193,2025-03-15,5.0,336.74,0.0
58,877,656,2025-05-04,9.0,83.52,0.15
473,975,1047,2025-04-07,10.0,235.88,0.0
474,804,389,2025-01-22,4.0,392.51,0.0
475,378,502,2024-02-23,2.0,0.0,0.0
476,76,143,2024-08-22,10.0,0.0,0.0
477,296,406,2023-99-99,8.0,421.35,0.0
478,808,57,2025-03-19,10.0,477.34,0.0
479,1141,339,2024-04-09,4.0,448.07,0.0
480,873,910,2024-11-05,,,0.0
481,1173,561,2025-05-17,7.0,224.04,0.0
482,1058,323,2025-07-01,,338.17,0.0
483,468,34,2025-03-06,8.0,0.0,1.01
484,1024,170,2025-05-17,6.0,188.18,0.0
485,910,976,2023-99-99,3.0,489.26,0.0
486,668,274,2024-10-30,9.0,398.93,0.0
487,389,624,2024-12-13,9.0,406.65,1.11
488,771,1059,2024-03-02,3.0,0.0,0.0
489,248,366,2023-99-99,8.0,276.81,0.0
490,80,517,2025-02-05,-3.0,128.93,0.0
491,199,815,2025-03-09,6.0,228.52,0.0
492,514,339,2025-04-16,6.0,111.64,0.0
493,899,1145,2024-05-18,4.0,174.62,39.35
494,381,218,2025-02-02,3.0,73.41,0.0
495,154,1042,2025-08-21,1.0,428.74,5.62
496,116,258,2024-02-11,-3.0,38.25,0.0
497,858,930,2024-11-29,1.0,342.65,0.0
498,1146,399,2025-09-29,1.0,,0.0
499,916,413,2024-05-03,1.0,129.77,0.0
500,832,413,2024-09-23,4.0,108.62,0.0
501,1155,291,2025-05-09,4.0,388.42,0.0
502,914,921,2025-06-14,3.0,198.79,0.0
503,262,683,2025-11-18,3.0,121.44,0.0
159,902,161,2025-07-02,10.0,240.81,0.0
505,327,769,2024-12-20,7.0,47.17,0.0
506,508,882,2023-99-99,6.0,,0.0
507,1052,1059,2026-01-03,6.0,170.7,0.0
508,589,792,2024-09-27,8.0,312.48,0.0
509,64,778,2024-09-19,1.0,64.52,0.0
510,1132,411,2025-11-12,4.0,473.69,0.0
511,1165,1154,2024-03-01,8.0,43.38,0.0
512,213,722,2025-06-03,,250.67,0.0
513,338,895,2025-05-31,8.0,413.22,0.0
514,226,651,2024-10-29,8.0,452.07,0.0
515,573,848,2025-01-12,3.0,425.83,0.0
516,924,1070,2024-12-14,8.0,217.24,0.0
517,550,1147,2025-01-19,1.0,331.08,39.16
518,191,441,2025-04-24,7.0,422.38,0.0
519,364,173,2025-05-21,3.0,206.23,0.0
520,678,17,2024-09-22,9.0,263.9,0.0
521,759,1024,2024-12-25,1.0,176.3,0.0
522,835,866,2024-06-10,1.0,280.9,0.0
523,816,691,2026-01-25,7.0,45.14,14.15
524,972,389,2025-05-07,4.0,,20.14
154,308,171,2025-03-11,1.0,5.45,0.0
526,172,850,2025-12-29,4.0,-20.0,0.0
527,968,242,2025-09-22,5.0,367.03,0.0
528,786,742,2024-12-20,3.0,70.19,0.0
529,1018,513,2025-11-23,1.0,128.16,0.0
530,149,1073,2025-09-19,2.0,348.66,0.0
531,1052,381,2024-06-21,10.0,262.76,0.0
532,1081,520,2024-11-08,9.0,16.95,9.25
533,1034,743,2025-01-28,3.0,479.02,0.0
534,192,622,2024-02-25,5.0,75.48,0.0
535,470,1128,2025-07-23,3.0,15.65,32.41
536,206,848,2025-11-12,9.0,17.99,28.13
537,243,331,2025-05-20,7.0,388.66,0.0
538,769,552,2024-02-01,2.0,10.36,0.0
539,532,454,2024-02-07,2.0,179.15,0.0
540,1074,992,2024-04-19,8.0,12.19,0.0
541,119,829,2024-03-04,-3.0,216.08,0.0
542,1151,876,2025-02-24,10.0,325.46,0.0
543,311,753,2025-07-19,9.0,69.1,0.0
544,407,46,2024-03-10,-3.0,207.9,0.0
545,1091,365,2024-06-15,5.0,251.19,0.0
546,519,667,2024-04-03,7.0,403.36,0.0
547,556,382,2024-08-02,1.0,312.91,0.0
548,221,931,2024-10-19,4.0,474.64,0.0
549,936,172,2025-10-02,6.0,0.0,0.0
550,712,1143,2025-06-23,6.0,186.48,0.0
551,109,775,2024-12-02,3.0,226.08,0.0
552,306,679,2025-04-20,9.0,223.14,0.0
